LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
50,6000,0,5,1921,1950,0,2,85,3,1,2,616,0,616,3,1,616,0,616,0,1,0,2,4,0,0,1,1,205,3,3,2,0,0,89000
57,6420,1,5,1952,1952,0,2,105,4,2,2,210,219,980,1,1,1148,0,1148,0,1,0,2,6,0,0,1,1,308,3,3,2,0,0,123500
65,8450,0,5,1965,2009,0,2,85,3,1,6,553,224,894,4,1,894,0,894,1,1,0,2,5,1,4,1,1,336,3,3,2,416,144,138500
59,4282,2,7,2004,2004,0,3,95,3,2,6,16,1375,1391,4,1,1391,0,1391,0,2,0,3,5,0,0,2,2,530,3,3,2,156,158,196000
85,14331,0,8,2002,2002,630,3,105,3,4,6,1274,526,1800,4,1,1800,0,1800,1,2,0,3,7,1,4,3,3,765,3,3,2,270,78,312500
80,9600,0,7,1969,1969,168,2,85,3,1,1,0,1164,1164,2,1,1164,0,1164,0,1,1,2,6,0,0,1,2,528,3,3,2,0,0,140000
82,12438,1,8,2006,2006,466,4,105,4,1,1,0,1234,1234,4,1,1264,1312,2576,0,2,1,4,10,1,4,3,3,666,3,3,2,324,100,361919
76,7630,0,5,1900,1996,0,2,95,3,1,1,0,360,360,3,1,1032,780,1812,0,2,0,3,8,1,1,1,2,672,3,3,0,344,0,140000
70,8400,0,7,2004,2005,109,3,95,3,3,6,712,761,1473,4,1,1484,0,1484,1,2,0,3,7,0,0,2,2,606,3,3,2,0,35,213000
70,5600,0,4,1930,1950,0,1,0,0,0,0,0,0,0,1,0,372,720,1092,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,55000
0,115149,2,7,1971,2002,351,2,95,3,4,6,1219,424,1643,2,1,1824,0,1824,1,2,0,3,5,2,3,1,2,739,3,3,2,380,48,302000
48,6240,0,8,2006,2006,176,3,95,3,1,6,863,461,1324,4,1,1324,0,1324,1,2,0,3,6,1,4,3,2,550,3,3,2,192,38,254000
65,9018,1,7,2007,2007,0,3,95,3,3,1,0,728,728,4,1,728,728,1456,0,2,1,3,8,1,4,3,2,400,3,3,2,100,24,179540
0,7162,1,5,1966,1966,41,2,85,3,1,1,0,876,876,2,1,904,0,904,0,1,0,2,6,0,0,1,1,408,3,3,2,0,0,109900
56,4130,1,3,1935,2003,0,3,85,3,1,1,0,270,270,3,1,729,0,729,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,52000
66,8712,0,4,1900,1950,0,2,85,3,2,1,0,859,859,3,1,859,319,1178,0,1,0,2,7,0,0,2,1,384,3,3,0,68,0,102776
40,4671,1,8,1988,1989,0,3,95,3,2,6,767,461,1228,3,1,1228,0,1228,1,2,0,3,5,1,4,3,2,472,3,3,2,168,120,189000
60,9873,0,4,1970,1970,160,2,85,3,3,5,789,171,960,2,0,960,0,960,1,1,0,2,6,0,0,1,2,576,3,3,2,0,288,129000
0,13517,1,6,1976,2005,289,3,85,3,1,6,533,192,725,4,1,725,754,1479,0,2,1,3,6,0,0,2,2,475,3,3,2,0,44,130500
78,10140,0,6,1974,1974,174,2,95,3,1,1,0,1064,1064,2,1,1350,0,1350,0,2,0,2,7,1,3,2,2,478,3,3,2,0,0,165000
60,10800,0,7,1890,1998,0,2,85,3,1,1,0,718,718,4,1,1576,978,2554,0,1,1,2,8,0,0,1,2,704,3,3,1,0,48,159500
80,10000,0,5,1973,2000,0,2,95,3,1,4,1084,92,1176,3,1,1178,0,1178,0,1,1,3,5,1,2,1,2,439,3,3,2,224,0,157000
96,10542,0,7,1993,1994,651,3,95,3,4,6,1173,138,1311,4,1,1325,1093,2418,1,2,1,3,9,1,3,2,3,983,3,3,2,250,154,341000
69,9920,1,5,1969,1969,0,2,95,3,4,5,523,448,971,2,1,971,0,971,0,1,1,2,5,1,1,1,1,300,3,3,2,0,0,128500
0,6563,1,8,1985,1985,0,3,95,3,4,6,1148,594,1742,2,1,1742,0,1742,1,2,0,3,5,1,3,2,2,564,3,3,2,114,28,275000
0,4426,0,6,2004,2004,169,3,95,3,3,6,662,186,848,4,1,848,0,848,1,1,0,3,3,0,0,2,2,420,3,3,2,160,0,143000
70,8120,0,4,1970,1970,0,2,85,3,1,5,191,673,864,4,1,864,0,864,0,1,0,2,5,0,0,1,2,463,3,3,2,0,0,124500
60,8172,0,4,1954,1972,0,2,85,3,1,1,0,941,941,4,1,997,473,1470,0,2,0,2,7,0,0,1,1,548,3,3,2,0,0,135000
86,13286,1,9,2007,2008,340,4,105,3,1,6,1234,464,1698,4,1,1698,0,1698,1,2,0,4,8,1,4,3,3,768,3,3,2,327,64,320000
60,6960,0,4,1970,1970,0,2,85,3,1,5,375,250,864,2,1,864,0,864,0,1,0,3,5,0,0,1,2,660,3,3,2,96,0,120500
0,21695,1,6,1988,2007,260,3,95,3,1,6,808,72,880,4,1,1680,0,1680,1,2,0,3,5,1,4,3,2,540,3,3,2,292,44,222000
64,7314,0,7,2007,2007,82,3,95,3,3,6,724,508,1232,4,1,1232,0,1232,1,2,0,3,6,0,0,2,2,632,3,3,2,132,0,194500
85,11475,0,5,1958,1958,95,2,85,3,1,1,0,1584,1584,2,1,1776,0,1776,1,2,0,2,9,0,0,1,3,888,3,3,2,0,25,110000
52,6240,0,4,1925,1950,0,2,85,3,1,4,152,628,780,2,1,848,0,1208,0,1,0,2,5,0,0,1,2,539,3,3,2,0,23,103000
39,5389,1,8,1995,1996,0,3,95,3,1,6,1180,415,1595,4,1,1616,0,1616,1,2,0,3,5,1,3,2,2,608,3,3,2,237,152,236500
73,9590,1,7,2003,2003,442,3,105,3,3,6,786,82,868,4,1,1146,0,1146,1,2,0,3,6,1,4,3,2,438,3,3,2,160,22,187500
75,11404,1,7,1998,1999,202,3,95,3,3,5,252,901,1153,4,1,1153,878,2031,0,2,1,3,8,1,3,3,2,541,3,3,2,192,84,222500
80,10000,0,5,1961,1983,0,2,85,3,1,4,594,270,864,4,1,1144,0,1144,1,1,0,2,6,1,3,2,1,264,3,3,2,165,0,131400
0,8978,1,5,1968,1968,0,2,85,3,1,1,0,948,948,2,1,948,0,948,0,1,0,2,6,0,0,1,1,300,3,3,2,147,0,108000
60,10800,0,7,1914,1970,0,2,95,3,2,3,390,490,880,1,0,880,888,1768,0,1,1,2,6,2,3,1,2,320,3,3,0,0,341,163000
60,8544,0,3,1950,1950,0,2,0,0,0,0,0,0,0,3,0,1040,0,1040,0,2,0,2,6,0,0,1,2,400,3,3,2,0,0,93500
72,10463,1,8,2005,2005,0,3,95,3,1,1,0,893,893,4,1,901,900,1801,0,2,1,3,8,1,4,3,3,800,3,3,2,0,116,239900
60,10800,0,5,1987,1988,0,2,95,4,4,6,1200,0,1200,2,1,1200,0,1200,3,3,0,2,5,0,0,0,0,0,0,0,2,120,0,179000
65,9313,1,7,2004,2004,0,3,95,3,1,1,0,864,864,4,1,864,864,1728,0,2,1,3,7,0,0,2,2,572,3,3,2,187,56,190000
60,9600,0,5,1910,2002,0,2,75,2,1,1,0,264,264,4,1,768,664,1432,0,2,0,2,7,0,0,1,2,360,3,4,2,270,0,132000
65,6768,1,6,1961,1996,0,2,85,3,2,6,832,80,912,3,1,912,0,912,1,1,0,3,5,0,0,1,1,288,3,3,2,168,0,142000
65,8450,0,7,2000,2001,108,2,95,3,1,1,0,1349,1349,4,1,1349,0,1349,0,2,0,2,6,0,0,1,2,539,3,3,2,120,55,179000
70,12886,1,5,1963,1999,0,2,95,3,3,5,444,76,520,4,1,1464,0,1464,0,2,0,2,6,1,3,2,2,480,3,3,2,302,0,175000
41,5395,1,8,1993,1993,0,3,95,3,1,6,733,604,1337,3,1,1337,0,1337,1,2,0,3,5,1,3,2,2,462,3,3,2,96,0,180000
0,8963,1,8,1976,1996,289,4,85,4,1,6,575,487,1142,4,1,1175,1540,2715,0,3,1,3,11,2,3,3,2,831,3,3,2,0,204,299800
0,8795,1,7,2000,2000,0,3,95,3,1,6,300,652,952,4,1,980,1276,2256,0,2,1,3,8,1,3,3,2,554,3,3,2,224,54,236000
65,11700,1,7,1880,2003,0,3,85,2,1,1,0,1240,1240,2,0,1320,1320,2640,0,1,1,3,8,1,4,1,4,864,3,3,0,181,0,265979
59,10593,1,7,1996,1996,338,3,95,3,1,6,919,801,1720,4,1,1720,0,1720,1,2,0,3,7,1,3,3,2,527,3,3,2,240,56,260400
50,8405,0,4,1945,1950,0,2,0,0,0,0,0,0,0,2,0,1088,441,1529,0,2,0,2,9,0,0,1,1,240,3,3,0,92,0,98000
55,8800,0,4,1910,2004,0,2,85,2,1,1,0,576,576,3,1,792,348,1140,0,1,0,2,7,0,0,0,0,0,0,0,0,0,160,96500
0,7750,0,7,2003,2003,0,3,95,3,1,1,0,660,660,4,1,660,660,1320,0,2,1,3,6,0,0,3,2,400,3,3,2,0,48,162000
79,9236,1,6,1997,1997,0,2,95,3,4,6,1200,279,1479,4,1,1494,0,1494,1,2,0,3,6,0,0,2,2,576,3,3,2,168,27,217000
80,10240,0,8,2005,2005,178,3,95,3,2,1,0,1030,1030,3,1,1038,1060,2098,0,2,1,4,8,1,4,2,3,878,3,3,2,192,52,275500
61,7930,0,6,1969,2005,0,2,85,3,1,6,439,115,1026,3,1,1026,0,1026,1,1,0,3,5,0,0,2,2,440,3,3,2,171,48,156000
34,3230,0,6,1999,1999,894,2,95,3,1,6,381,348,729,3,1,742,729,1471,0,2,1,2,6,0,0,1,2,440,3,3,2,0,24,172500
68,10769,1,8,2007,2007,0,3,95,3,3,6,20,846,866,4,1,866,902,1768,0,2,1,3,7,0,0,2,2,578,3,3,2,144,105,212000
0,11616,1,6,1978,1978,328,2,85,3,2,3,438,234,672,2,1,672,714,1386,0,2,1,2,6,1,3,3,2,440,3,3,2,335,0,158900
24,2280,0,7,1999,1999,360,2,95,3,1,5,549,195,744,3,1,757,744,1501,0,2,1,2,6,0,0,1,2,440,3,3,2,0,0,179400
65,12257,1,8,1995,1995,513,3,95,3,3,2,56,1198,1318,4,1,1328,1203,2531,0,2,1,3,9,1,3,2,3,752,3,3,2,222,98,290000
70,9100,0,6,1959,1959,0,2,85,3,1,3,612,252,864,4,1,864,0,864,0,1,0,2,5,0,0,1,1,300,5,5,2,0,0,127500
60,6911,0,5,1924,1950,0,2,85,3,2,2,405,740,1145,2,1,1301,0,1301,0,1,0,1,5,0,0,1,2,440,3,3,2,0,0,100000
72,8640,0,7,2009,2009,0,2,95,3,2,6,24,732,756,4,1,764,783,1547,0,2,1,3,7,0,0,1,2,614,3,3,2,169,45,215200
82,9430,0,8,1999,1999,673,3,95,3,2,6,1163,89,1252,4,1,1268,1097,2365,1,2,1,3,8,1,4,2,3,856,3,3,2,0,128,337000
30,9549,1,8,1995,1996,0,3,95,4,3,2,437,0,1494,4,1,1494,0,1494,1,1,1,4,6,1,4,3,2,481,3,3,2,0,30,270000
75,14587,1,9,2008,2008,284,3,95,3,1,1,0,1498,1498,4,1,1506,0,1506,0,2,0,4,6,1,4,3,2,592,3,3,2,0,174,264132
80,10421,0,7,1988,1988,42,2,95,3,1,6,394,586,980,2,1,980,734,1714,0,2,1,2,7,1,3,1,2,496,3,3,2,228,66,196500
75,12508,1,6,1940,1985,0,2,95,3,2,5,660,323,983,4,1,983,767,1750,1,2,0,2,7,0,0,1,1,423,3,3,2,245,0,160000
70,9100,0,7,2004,2005,0,3,95,3,1,6,24,1836,1860,4,1,1836,0,1836,0,2,0,3,8,1,4,3,2,484,3,3,2,120,33,216837
47,53504,2,8,2003,2003,603,4,95,3,4,5,1416,234,1650,4,1,1690,1589,3279,1,3,1,4,12,1,4,3,3,841,3,3,2,503,36,538000
0,7252,1,5,1982,1982,0,2,95,3,3,6,685,173,858,2,1,858,0,858,1,1,0,2,5,0,0,1,2,576,3,3,2,120,0,134900
67,8877,0,4,1951,1951,0,2,75,2,1,2,836,0,836,2,1,1220,0,1220,0,1,0,2,6,0,0,1,2,396,3,3,2,0,0,102000
94,7819,0,6,1976,1976,0,2,85,3,3,5,422,480,1029,2,1,1117,0,1117,1,1,0,2,6,1,3,1,2,672,3,3,2,144,0,107000
70,10150,0,5,1958,1958,1,2,85,3,1,3,456,456,912,4,1,912,0,912,0,1,0,2,5,0,0,2,1,275,3,3,2,0,0,114500
110,14226,0,8,2006,2006,375,3,95,3,3,1,0,1935,1935,3,1,1973,0,1973,0,2,0,3,9,1,4,3,3,895,3,3,2,315,45,395000
32,4500,0,6,1998,1998,320,2,105,3,1,6,866,338,1204,4,1,1204,0,1204,1,2,0,2,5,0,0,3,2,412,3,3,2,0,247,162000
86,11210,1,7,2005,2006,240,3,95,3,3,6,20,1594,1614,4,1,1614,0,1614,0,2,0,3,7,0,0,2,3,865,3,3,2,144,59,221500
100,13350,1,5,1974,1974,0,2,85,3,1,5,762,102,864,2,1,894,0,894,1,1,0,2,5,1,2,1,2,440,3,3,2,241,0,142500
60,8400,0,5,1977,1977,320,2,0,0,0,0,0,0,0,2,1,2020,0,2020,0,2,0,2,10,2,3,1,2,630,3,3,2,0,0,144000
78,10530,0,6,1977,1977,90,2,95,3,4,6,975,0,975,2,1,1004,0,1004,1,1,0,2,4,0,0,1,2,504,3,3,2,0,0,135000
63,7875,0,7,1995,1996,38,2,95,4,1,1,0,1237,1237,3,1,1253,0,1253,0,2,0,2,6,1,3,3,2,402,3,3,2,220,21,176000
65,7153,0,6,1992,1992,0,3,95,3,1,5,387,374,761,4,1,810,793,1603,0,2,1,3,7,0,0,2,2,484,3,3,2,0,124,175900
67,16285,2,7,2001,2002,0,3,95,3,1,1,0,1413,1413,4,1,1430,0,1430,0,2,0,3,6,0,0,2,2,605,3,3,2,0,33,187100
0,9101,1,5,1978,1978,104,2,95,3,3,6,1097,0,1097,4,1,1110,0,1110,1,1,0,3,4,1,3,3,2,602,3,3,2,303,30,165500
35,6300,0,6,1914,2001,0,2,85,3,1,1,0,742,742,4,1,742,742,1484,0,2,0,2,9,1,4,0,0,0,0,0,2,0,291,128000
0,9790,0,6,1967,1967,0,2,85,3,1,3,251,491,1372,2,1,1342,0,1342,0,2,0,2,7,1,4,1,2,457,3,3,2,0,0,161500
60,10800,0,5,1915,1950,0,2,75,3,1,2,686,0,686,2,1,966,686,1652,1,2,0,2,7,0,0,1,1,416,3,3,2,0,0,139000
76,10142,1,7,2004,2004,0,3,95,3,1,6,656,300,956,4,1,956,1128,2084,1,2,1,3,8,0,0,2,2,618,3,3,2,0,45,233000
50,6000,0,4,1954,2000,0,2,85,3,1,1,0,901,901,4,1,901,0,901,0,1,0,2,4,0,0,1,1,281,2,3,2,0,0,107900
0,12205,1,6,1966,2007,157,2,85,2,4,2,568,264,832,3,1,976,1111,2087,0,2,1,3,9,0,0,3,2,444,3,3,2,133,168,187500
43,3182,0,7,2005,2006,11,3,95,3,1,6,16,1129,1145,4,1,1145,0,1145,0,2,0,3,5,1,4,3,2,397,3,3,2,100,16,160200
0,11333,1,6,1976,1976,0,2,95,3,3,5,539,490,1029,2,1,1062,0,1062,1,1,0,2,5,2,3,2,2,539,3,3,2,120,0,146800
92,9920,1,7,1996,1997,0,3,95,3,3,6,862,255,1117,4,1,1127,886,2013,1,2,1,2,8,1,3,1,2,455,3,3,2,180,130,269790
76,9158,0,8,2007,2007,140,3,95,3,3,1,0,1496,1496,4,1,1496,0,1496,0,2,0,3,7,0,0,3,2,474,3,3,2,168,130,225000
0,10832,1,7,1994,1996,0,3,95,3,1,1,0,712,712,4,1,1086,809,1895,0,2,1,3,7,1,3,3,2,409,3,3,2,143,46,194500
70,8400,0,6,1980,1981,130,2,95,3,1,1,0,650,650,2,1,888,676,1564,0,2,1,2,7,1,3,1,2,476,3,3,2,0,50,171000
71,8197,0,6,1977,1977,148,2,85,3,1,1,0,660,660,4,1,1285,0,1285,0,1,1,2,7,1,3,2,2,528,3,3,2,138,0,143500
57,7677,0,5,1953,1953,0,2,85,3,1,4,570,203,773,3,1,773,0,773,0,1,0,2,4,0,0,1,1,240,3,3,2,0,0,110000
104,13518,0,9,2008,2009,860,4,105,3,1,1,0,1926,1926,4,1,1966,1174,3140,0,3,1,4,11,2,4,3,3,820,3,3,2,144,78,485000
60,7200,0,5,1937,1950,252,2,95,3,1,5,569,162,731,4,1,981,787,1768,1,1,1,3,7,2,3,1,1,240,3,3,2,0,0,175000
79,12798,1,6,1997,1997,0,2,95,3,4,6,462,154,616,3,1,616,1072,1688,1,2,1,3,8,0,0,2,2,603,3,3,2,403,114,200000
40,4800,0,4,1916,1990,0,2,85,3,1,2,197,999,1196,4,1,1196,0,1196,1,1,0,2,5,0,0,1,2,440,3,3,2,0,0,109900
63,8199,0,7,2005,2005,0,3,95,3,3,6,648,80,728,4,1,728,728,1456,1,2,1,3,7,1,4,3,2,410,3,3,2,36,18,189000
107,13891,0,9,2008,2009,424,4,105,3,4,1,0,1734,1734,4,1,1734,1088,2822,0,3,1,4,12,1,4,2,3,1020,3,3,2,52,170,582933
75,9000,0,5,1954,1954,0,2,85,3,1,2,812,124,936,2,1,1128,0,1128,0,1,0,2,5,0,0,1,1,286,3,3,2,0,0,118000
91,12274,1,7,2008,2008,256,3,95,3,1,1,0,1417,1417,4,1,1428,0,1428,0,2,0,4,6,0,0,2,2,554,3,3,2,0,60,227680
75,9750,0,5,1967,1967,0,2,85,3,3,5,400,100,980,3,1,980,0,980,0,2,0,2,6,0,0,3,1,384,3,3,2,68,0,135500
144,21384,0,5,1923,2004,0,2,85,3,4,6,1309,15,1324,4,1,1072,504,1576,2,1,1,3,6,1,3,2,2,528,3,3,2,0,312,223500
85,13400,0,5,1966,1966,1047,2,85,3,3,5,516,380,1024,2,1,1086,0,1086,1,1,0,2,6,1,4,2,2,484,3,3,2,0,0,159950
90,8100,0,5,1898,1965,0,2,85,3,1,1,0,849,849,2,0,1075,1063,2138,0,2,0,2,11,0,0,1,2,360,2,1,0,40,156,106000
78,10140,0,6,1974,1999,99,2,85,3,1,5,663,0,1040,1,1,1309,0,1309,1,1,1,3,5,1,2,2,2,484,3,3,2,265,0,181000
0,4438,0,6,2004,2004,169,3,95,3,4,6,662,186,848,4,1,848,0,848,1,1,0,3,4,1,4,3,2,420,3,3,2,140,0,144500
66,8712,0,5,1952,1952,0,1,85,3,3,1,0,540,540,2,0,1044,0,1044,0,1,0,1,4,0,0,1,2,504,3,3,0,0,0,55993
75,9750,0,6,1958,1958,243,2,85,3,1,3,608,834,1442,3,1,1442,0,1442,0,1,1,2,7,0,0,2,1,301,3,3,2,0,0,157900
45,8248,0,5,1918,1950,0,2,85,3,1,1,0,686,686,3,1,686,564,1250,0,1,1,1,7,0,0,1,1,280,3,3,1,207,0,116000
48,12137,2,7,1998,1998,442,2,95,3,1,1,0,1649,1649,4,1,1661,0,1661,0,2,0,3,6,0,0,2,2,598,3,3,2,0,34,224900
0,11425,1,5,1954,1954,0,2,85,3,1,4,486,522,1008,3,1,1008,0,1008,0,1,0,2,4,1,4,2,1,275,3,3,2,0,0,137000
0,13265,1,8,2002,2002,148,3,95,3,1,6,1218,350,1568,4,1,1689,0,1689,1,2,0,3,7,2,4,2,3,857,3,3,2,150,59,271000
80,8816,0,6,1971,1971,80,2,85,3,3,6,504,506,1010,3,1,1052,0,1052,1,1,0,2,6,0,0,1,2,440,3,3,2,0,0,155000
44,6371,1,7,2009,2010,128,3,95,3,2,6,733,625,1358,4,1,1358,0,1358,1,2,0,3,6,1,4,2,2,484,3,3,2,192,35,224000
72,7226,1,7,2003,2003,0,3,95,3,1,1,0,798,798,4,1,798,842,1640,0,2,1,3,6,0,0,2,2,595,3,3,2,0,45,183000
60,6000,0,4,1953,1953,0,1,75,3,1,1,0,936,936,2,0,936,0,936,0,1,0,2,4,0,0,1,2,576,3,3,2,0,32,93000
0,12394,1,7,2003,2003,0,3,95,3,4,1,0,847,847,4,1,847,886,1733,0,2,1,3,7,1,4,3,2,433,3,3,2,100,48,225000
60,9900,0,6,1940,1950,0,2,85,3,1,1,0,778,778,2,1,944,545,1489,0,2,0,2,7,1,4,1,1,240,3,3,2,335,0,139500
81,11216,0,8,2006,2006,0,3,95,4,1,1,0,1489,1489,4,1,1489,0,1489,0,2,0,3,7,1,4,2,2,776,3,3,2,0,140,232600
114,14803,0,10,2007,2008,816,4,105,3,3,6,1636,442,2078,4,1,2084,0,2084,1,2,0,4,7,1,4,3,3,1220,3,3,2,188,45,385000
50,6130,0,5,1924,1950,0,2,85,3,1,5,784,0,784,3,1,784,0,784,1,1,0,3,5,0,0,0,0,0,0,0,2,0,0,109500
65,8529,1,7,2001,2001,0,3,95,3,1,6,20,1434,1454,4,1,1434,0,1434,0,2,0,3,6,1,3,2,2,527,3,3,2,290,39,189000
0,28698,2,5,1967,1967,0,2,85,4,4,2,249,0,1013,2,1,1160,966,2126,0,2,1,2,7,0,0,3,2,538,3,3,2,486,0,185000
24,2544,0,7,2005,2005,0,3,95,3,1,1,0,600,600,4,1,520,623,1223,0,2,1,3,4,0,0,2,2,480,3,3,2,0,166,147400
80,11900,1,6,1957,1957,387,2,85,3,1,3,1040,352,1392,2,1,1392,0,1392,1,1,1,2,6,2,4,2,2,458,3,3,2,0,0,166000
30,3180,0,7,2005,2005,0,2,95,3,1,1,0,600,600,4,1,520,600,1200,0,2,1,3,4,0,0,2,2,480,3,3,2,0,166,151000
44,9548,1,7,2003,2003,223,3,95,3,1,6,483,458,941,4,1,941,888,1829,1,2,1,3,7,1,3,2,2,613,3,3,2,192,39,237000
100,10004,0,6,1964,1964,180,2,85,3,1,3,196,975,1516,2,1,1516,0,1516,0,1,1,2,6,0,0,2,2,472,3,3,2,0,0,167000
75,7875,0,5,1961,1961,136,2,85,3,1,3,572,572,1144,3,1,1144,0,1144,1,1,0,2,6,0,0,1,2,456,3,3,2,0,0,139950
60,9600,0,4,1950,1995,0,2,95,3,1,4,442,625,1067,2,1,1067,0,1067,0,2,0,3,4,0,0,1,2,436,3,3,2,290,0,128000
90,8100,0,5,1948,1973,0,2,85,3,1,3,338,1221,1559,3,1,1559,0,1559,1,1,0,2,5,0,0,1,2,812,3,3,2,0,116,153500
21,1680,0,6,1973,1973,158,2,85,3,1,4,330,153,483,2,1,483,504,987,1,1,1,2,5,0,0,1,1,264,3,3,2,0,0,100000
75,9525,0,5,1995,2006,0,2,95,3,1,1,0,1099,1099,4,1,1099,0,1099,0,1,1,3,6,0,0,1,1,352,3,3,2,278,0,144000
70,11767,0,5,1946,1995,0,2,85,3,1,4,352,416,768,4,1,768,432,1200,0,1,0,2,6,0,0,1,1,240,3,3,2,0,0,130500
0,12155,1,6,1925,1950,0,2,85,3,1,4,156,516,672,2,0,810,672,1482,0,2,0,1,7,0,0,1,1,400,3,3,1,0,0,140000
60,10440,0,5,1904,2002,0,2,85,3,1,1,0,650,650,3,1,958,581,1539,0,2,0,3,8,1,1,1,2,686,4,3,1,70,78,157500
82,9020,0,6,1966,1966,183,2,85,3,4,3,312,276,1127,2,1,1165,0,1165,1,1,1,2,6,0,0,2,2,490,4,4,2,0,129,174900
80,8000,0,5,1961,1961,0,2,85,3,1,1,0,1800,1800,4,0,1800,0,1800,0,2,0,2,10,0,0,0,0,0,0,0,2,0,0,141000
100,12665,1,5,1915,1950,0,2,85,3,2,1,0,876,876,3,1,876,540,1416,0,1,1,2,7,1,4,1,3,720,3,3,2,418,0,153900
0,16647,1,5,1975,1981,0,2,95,3,4,5,1390,0,1390,2,1,1701,0,1701,1,2,0,2,6,2,3,3,2,611,3,3,2,0,0,171000
75,9317,0,7,1993,1993,137,3,95,3,1,5,513,227,740,4,1,1006,769,1775,1,2,1,3,7,1,3,1,2,425,3,3,2,234,72,213000
36,15523,1,5,1972,1972,0,2,85,3,3,4,460,404,864,4,1,864,0,864,1,1,0,2,5,1,2,1,1,338,3,3,2,0,0,133500
75,45600,2,6,1908,1997,0,2,85,3,1,1,0,907,907,2,1,1307,1051,2358,0,3,0,2,10,1,4,1,2,360,2,3,2,486,40,240000
80,9600,0,6,1976,1994,360,3,85,3,1,1,0,528,528,4,1,1094,761,1855,0,2,1,2,7,1,3,2,2,512,3,3,2,113,100,187000
36,4435,0,6,2003,2003,170,3,95,3,3,6,659,189,848,4,1,848,0,848,1,1,0,3,3,0,0,3,2,420,3,3,2,140,0,131500
0,3196,0,8,2003,2003,40,3,95,3,4,1,0,1273,1273,4,1,1456,0,1456,0,2,0,3,7,1,3,3,2,400,3,3,2,143,20,215000
53,7128,0,7,1941,1950,0,2,85,3,1,3,364,554,918,3,1,918,728,1646,0,2,0,2,7,2,4,1,1,240,3,3,2,0,0,164000
0,12095,1,6,1964,1964,115,2,85,3,4,3,564,563,1127,2,1,1445,0,1445,0,1,1,2,7,1,2,2,2,645,3,3,2,180,0,158000
102,17920,0,5,1955,1974,0,2,85,3,2,5,306,372,1763,2,1,1779,0,1779,1,1,1,2,6,1,4,1,2,454,3,3,2,0,418,170000
0,6897,1,5,1962,2010,0,2,85,3,1,5,659,381,1040,4,1,1040,0,1040,1,1,1,2,6,0,0,1,1,260,3,3,2,0,104,127000
0,10970,1,6,1978,1978,0,2,95,4,4,6,505,0,940,2,1,1026,0,1026,1,1,0,2,5,0,0,1,2,576,3,2,2,0,0,147000
65,8125,0,6,1994,1995,0,2,95,3,1,1,0,702,702,3,1,702,779,1481,0,2,1,2,6,1,3,3,2,343,3,3,2,0,36,174000
80,10400,0,7,1976,1976,189,2,95,3,1,1,0,1090,1090,2,1,1370,0,1370,0,2,0,2,6,1,3,2,2,479,3,3,2,0,0,152000
0,11029,1,6,1968,1984,220,2,85,3,2,4,619,435,1054,2,1,1512,1142,2654,1,2,1,3,9,1,4,1,2,619,3,3,2,0,65,250000
55,7642,0,7,1918,1998,0,3,85,3,1,1,0,912,912,3,1,912,514,1426,0,1,1,3,7,1,4,1,1,216,3,3,2,0,240,189950
75,11625,0,5,1965,1965,0,2,85,3,2,4,841,198,1039,4,1,1039,0,1039,1,1,1,2,6,0,0,1,2,504,3,3,2,0,0,131500
81,9672,0,6,1984,1985,0,2,95,3,1,6,338,702,1040,2,1,1097,0,1097,0,2,0,2,6,0,0,1,2,480,3,3,2,0,0,152000
70,7931,0,5,1959,1959,0,2,85,3,1,4,1148,0,1148,2,1,1148,0,1148,1,1,0,2,6,0,0,1,1,672,3,3,2,0,0,132500
72,8640,0,7,2007,2008,0,3,105,3,1,1,0,1372,1372,4,1,1372,0,1372,0,2,0,3,6,0,0,3,2,529,3,3,2,0,140,250580
0,8750,1,5,1970,1970,76,2,85,3,1,4,828,174,1002,2,1,1002,0,1002,1,1,0,2,5,0,0,1,2,902,3,3,2,0,0,148500
67,10656,1,8,2006,2007,274,3,95,3,3,1,0,1638,1638,4,1,1646,0,1646,0,2,0,3,6,1,4,2,3,870,3,3,2,192,80,248900
85,6970,0,4,1961,1961,0,2,85,3,1,5,932,108,1040,2,1,1120,0,1120,1,1,1,1,5,0,0,2,2,544,3,3,2,168,0,129000
0,14762,2,5,1948,1950,0,2,0,0,0,0,0,0,0,3,1,1547,720,2320,0,2,0,2,7,1,3,1,2,672,3,3,1,120,144,169000
80,9938,0,7,1993,1994,246,3,95,3,1,6,750,300,1050,4,1,1062,887,1949,1,2,1,3,8,1,3,3,2,574,3,3,2,156,90,236000
60,6600,0,5,1962,1962,0,2,85,3,1,1,0,894,894,3,0,894,0,894,0,1,0,2,5,0,0,1,1,308,3,3,2,0,0,109500
