Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
594,120,0,4435,1,0,0,0,5,170,2,95,3,3,6,685,1,0,163,4,1,0,0,1,0,0,1,1,7,0,3,3,2,140,0,0,0,0,0,0,0,5,2009,140000
595,20,88,7990,1,0,1,0,6,0,2,95,3,1,1,0,1,0,924,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,4,2008,110000
596,20,69,11302,1,0,1,0,5,238,2,95,3,4,6,1422,1,0,392,4,1,0,0,1,0,0,3,1,7,1,3,3,2,180,75,0,0,120,0,0,0,8,2006,319000
597,70,60,3600,1,1,0,0,7,0,2,85,3,1,1,0,1,0,684,4,0,684,0,0,0,0,3,1,7,0,3,2,0,0,158,0,0,0,0,0,0,10,2006,114504
598,120,53,3922,1,0,0,0,5,72,2,105,3,3,1,0,1,0,1258,4,1,0,0,0,2,2,2,1,7,1,3,3,2,120,16,0,0,0,0,0,0,2,2007,194201
599,20,80,12984,1,0,0,0,6,459,2,95,3,2,5,1283,2,147,0,4,1,0,0,1,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,3,2006,217500
600,160,24,1950,1,0,0,0,6,0,3,95,3,1,2,81,6,612,23,2,1,840,0,1,0,1,3,1,7,1,3,3,2,161,0,0,0,0,0,0,0,7,2008,151000
601,60,74,10927,1,0,0,0,5,280,2,95,3,3,6,546,1,0,512,4,1,846,0,1,0,1,3,1,7,1,3,3,2,179,60,0,0,0,0,0,0,6,2006,275000
602,50,50,9000,1,0,0,0,6,0,3,85,3,1,1,0,1,0,780,2,1,595,0,0,0,1,3,1,7,1,3,3,1,0,162,0,0,126,0,0,0,12,2007,141000
603,60,80,10041,1,0,1,0,5,0,2,95,3,2,6,789,1,0,119,4,1,988,0,1,0,1,3,1,7,1,3,3,2,120,150,0,0,0,0,0,0,2,2006,220000
604,160,30,3182,1,1,0,0,5,0,2,95,3,1,1,0,1,0,600,4,1,600,0,0,0,1,2,1,7,0,3,3,2,0,172,0,0,0,0,0,0,6,2010,151000
605,20,88,12803,1,0,1,0,5,99,2,95,3,2,6,922,1,0,572,4,1,0,0,1,0,0,3,1,7,1,3,3,2,192,36,0,0,0,0,0,0,9,2008,221000
606,60,85,13600,1,0,0,0,6,176,2,85,3,1,4,454,1,0,314,2,1,800,0,0,0,1,3,1,7,3,3,3,2,0,42,0,0,189,0,0,0,10,2009,205000
607,20,82,12464,1,0,2,1,5,0,3,95,3,1,6,732,1,0,308,3,1,0,0,1,0,0,3,1,7,0,3,3,2,168,0,0,0,0,0,0,0,11,2009,152000
608,20,78,7800,1,0,0,1,8,0,3,85,4,1,6,603,1,0,293,4,1,896,0,1,0,0,3,1,7,0,3,3,2,103,0,0,0,0,0,0,0,8,2006,225000
609,70,78,12168,1,0,0,1,6,0,2,95,3,2,4,428,1,0,537,2,1,1254,0,0,0,1,4,1,7,2,3,3,2,0,0,0,0,0,0,0,0,9,2007,359100
610,20,61,7943,1,0,0,0,5,192,1,85,3,2,3,903,1,0,126,3,1,0,0,1,0,0,3,1,7,0,3,3,2,64,0,39,0,0,0,0,0,4,2007,118500
611,60,0,11050,1,0,0,0,5,204,2,105,3,2,6,904,1,0,536,4,1,677,0,1,0,1,3,1,7,2,3,3,2,253,142,0,0,0,0,0,0,5,2009,313000
612,80,0,10395,1,0,1,0,6,233,2,95,3,3,5,605,1,0,427,2,1,0,0,0,1,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,500,7,2007,148000
613,60,0,11885,1,0,0,0,5,108,2,95,3,3,6,990,1,0,309,4,1,573,0,1,0,1,3,1,7,1,3,3,2,160,122,0,0,0,0,0,0,11,2009,261500
614,20,70,8402,1,0,0,0,5,0,2,95,3,1,5,206,1,0,914,4,1,0,0,0,0,0,3,1,7,0,0,0,2,0,30,0,0,0,0,0,0,12,2007,147000
615,180,21,1491,1,0,0,0,6,0,2,95,3,3,2,150,6,480,0,4,1,0,0,1,0,0,1,1,7,0,0,0,2,96,24,0,0,0,0,0,0,5,2010,75500
616,85,80,8800,1,0,0,0,7,156,3,85,3,4,6,763,1,0,173,4,1,0,0,1,0,0,3,1,7,0,3,3,2,120,0,0,0,0,0,0,0,5,2010,137500
617,60,0,7861,1,0,1,0,5,0,2,95,3,1,6,457,1,0,326,4,1,702,0,1,0,1,3,1,7,1,3,3,2,100,75,0,0,0,0,0,0,6,2006,183200
618,45,59,7227,1,0,0,1,6,0,2,85,3,1,1,0,1,0,832,3,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2008,105500
619,20,90,11694,1,0,0,0,5,452,2,105,3,3,6,48,1,0,1774,4,1,0,0,0,0,0,3,1,7,1,3,3,2,0,108,0,0,260,0,0,0,7,2007,314813
620,60,85,12244,1,0,0,0,5,226,2,95,3,4,6,871,1,0,611,4,1,780,0,1,0,1,4,1,7,2,3,3,2,168,0,0,0,0,0,0,0,8,2008,305000
621,30,45,8248,1,1,0,0,3,0,2,85,3,1,4,41,1,0,823,2,0,0,0,1,0,0,2,1,7,0,0,0,0,0,0,100,0,0,0,0,0,9,2008,67000
622,60,90,10800,1,0,0,0,7,0,2,85,3,1,5,956,3,182,384,2,1,1066,0,0,0,1,4,1,7,1,3,3,2,38,243,0,0,0,0,0,0,6,2008,240000
623,20,71,7064,1,0,0,0,6,153,2,85,3,1,4,560,1,0,420,2,1,0,0,0,0,0,3,1,7,0,3,3,2,192,0,0,0,0,0,0,0,7,2009,135000
624,160,0,2117,1,0,0,0,5,513,2,95,3,1,6,420,1,0,336,4,1,756,0,0,0,1,2,1,7,1,3,3,2,0,32,0,0,0,0,0,0,6,2007,168500
625,60,80,10400,1,0,0,0,5,288,2,85,3,1,3,247,1,0,485,3,1,778,0,1,0,2,4,1,5,1,3,3,2,148,0,0,0,147,0,0,0,11,2006,165150
626,20,87,10000,1,0,1,0,6,261,2,85,3,1,1,0,1,0,1116,2,1,0,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,385,0,0,0,2,2010,160000
627,20,0,12342,1,0,1,0,5,0,2,85,3,1,1,0,1,0,978,2,1,0,0,0,0,0,3,1,6,1,3,3,2,0,0,36,0,0,0,0,600,8,2007,139900
628,80,80,9600,1,0,0,0,6,164,2,85,3,3,4,674,2,132,350,4,1,0,0,1,0,0,3,1,7,2,3,3,2,0,0,189,0,0,0,0,0,3,2010,153000
629,60,70,11606,1,0,1,2,5,192,2,95,3,3,3,650,1,0,390,2,1,1040,0,0,1,2,5,1,7,2,3,3,2,335,0,0,0,0,0,0,0,9,2007,135000
630,80,82,9020,1,0,0,0,5,259,2,85,3,4,6,624,3,336,288,2,1,0,0,1,0,1,3,1,7,0,3,3,2,176,0,0,0,0,0,0,0,6,2008,168500
631,70,50,9000,1,1,0,0,6,0,2,75,2,1,1,0,1,0,636,2,1,661,0,0,0,0,3,1,7,0,2,1,0,0,0,293,0,0,0,0,0,6,2006,124000
632,120,34,4590,1,0,0,0,5,108,2,95,4,2,6,24,1,0,1530,4,1,0,0,0,0,0,2,1,7,1,3,3,2,156,73,0,0,0,0,0,0,8,2007,209500
633,20,85,11900,1,0,0,0,5,209,3,85,3,1,5,822,1,0,564,2,1,0,0,0,0,0,3,1,7,1,3,3,2,192,0,0,0,0,0,0,0,4,2009,82500
634,20,80,9250,1,0,0,0,7,0,2,85,3,1,4,480,2,468,108,2,1,0,0,0,1,0,3,1,7,0,3,3,2,390,0,0,0,0,0,0,0,7,2007,139400
635,90,64,6979,1,0,0,0,5,0,2,85,3,1,6,1056,1,0,0,3,1,0,0,2,0,0,0,2,7,0,3,3,2,264,56,0,0,0,0,0,600,6,2010,144000
636,190,60,10896,1,1,0,0,7,0,2,85,2,1,2,256,1,0,1184,4,1,1440,515,0,0,0,8,2,7,0,0,0,0,0,110,0,0,0,0,0,0,3,2007,200000
637,30,51,6120,1,0,0,0,3,0,1,85,2,1,1,0,1,0,264,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,60000
638,190,50,6000,1,0,0,0,4,0,2,85,3,1,1,0,1,0,811,2,1,576,0,0,0,0,3,2,7,0,3,3,2,0,0,0,0,0,0,0,0,11,2009,93000
639,30,67,8777,1,0,0,0,7,0,2,75,3,1,1,0,1,0,796,3,1,0,0,0,0,0,2,1,7,0,0,0,1,328,0,164,0,0,0,0,0,5,2008,85000
640,120,53,3982,1,0,0,0,5,0,2,95,4,3,6,1154,1,0,366,4,1,0,0,1,0,0,1,1,7,1,3,3,2,312,0,0,0,0,0,0,0,10,2006,264561
641,120,62,12677,1,0,1,0,5,472,2,105,3,4,6,1218,1,0,300,4,1,0,0,0,0,1,1,1,7,1,3,3,2,185,140,0,0,0,0,0,0,4,2008,274000
642,60,0,7050,1,0,0,0,5,0,2,95,3,1,6,738,1,0,319,4,1,872,0,1,0,1,3,1,7,1,3,3,2,0,235,0,0,0,0,0,0,5,2007,226000
643,80,75,13860,1,0,0,0,7,0,2,95,3,4,6,1410,1,0,542,3,1,704,0,1,0,1,4,1,7,3,3,3,2,269,111,0,0,0,0,0,0,7,2009,345000
644,60,80,10793,1,0,0,0,5,263,2,85,3,1,3,493,4,287,0,4,1,840,0,0,0,1,4,1,6,0,3,3,2,208,0,0,0,0,0,0,0,4,2007,152000
645,20,85,9187,1,0,0,0,5,162,2,105,3,2,6,1121,1,0,645,4,1,0,0,1,0,1,2,1,7,1,3,3,2,195,130,0,0,0,0,0,0,10,2009,370878
646,20,0,10530,1,0,1,0,5,0,2,85,3,1,5,282,2,35,664,2,1,0,0,1,0,1,3,1,7,0,3,3,2,0,312,40,0,0,0,0,0,3,2007,143250
647,20,60,7200,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,6,0,3,3,2,0,27,0,0,0,0,0,0,7,2008,98300
648,20,85,10452,1,0,1,0,5,216,2,85,3,2,3,500,1,0,594,4,1,0,0,0,0,0,3,1,7,2,3,3,2,0,0,0,0,287,0,0,0,6,2008,155000
649,60,70,7700,1,0,0,0,5,351,2,85,3,1,1,0,1,0,756,2,1,788,0,0,0,1,4,1,7,1,3,3,2,0,124,216,0,0,0,0,0,6,2010,155000
650,180,21,1936,1,0,0,0,6,0,2,95,3,3,4,131,6,499,0,3,1,0,0,1,0,0,1,1,7,0,0,0,2,0,0,0,0,0,0,0,0,12,2007,84500
651,60,65,8125,1,0,0,0,6,0,2,95,3,1,1,0,1,0,813,4,1,843,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2008,205950
652,70,60,9084,1,0,0,0,5,0,2,85,3,2,1,0,1,0,755,2,1,755,0,1,0,0,4,1,7,1,2,1,1,120,0,0,0,0,0,0,0,10,2009,108000
653,60,70,8750,1,0,0,0,5,0,2,95,3,1,1,0,1,0,880,4,1,807,0,0,0,1,2,1,7,1,3,3,2,0,120,0,0,0,0,0,0,7,2009,191000
654,50,60,10320,1,1,0,0,7,0,2,85,3,1,1,0,1,0,756,4,1,713,0,0,0,0,3,1,7,0,3,3,2,57,0,239,0,0,0,0,0,6,2008,135000
655,20,91,10437,1,0,1,0,6,660,3,95,3,4,6,1696,1,0,413,4,1,0,0,1,0,1,2,1,7,1,3,3,2,236,46,0,0,0,0,0,0,8,2008,350000
656,160,21,1680,1,0,0,0,5,381,2,85,3,1,1,0,1,0,525,2,1,567,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,3,2010,88000
657,20,72,10007,1,0,1,0,7,54,2,85,3,1,5,806,1,0,247,4,1,0,0,1,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,8,2008,145500
658,70,60,7200,1,0,0,1,6,0,1,95,3,1,1,0,1,0,776,2,1,651,0,0,0,1,3,1,7,1,3,3,1,0,0,112,0,0,0,0,0,2,2008,149000
659,50,78,17503,1,0,0,0,5,0,2,85,3,1,1,0,1,0,912,2,1,546,0,0,1,0,3,1,7,1,3,3,2,192,0,0,0,0,0,0,0,1,2010,97500
660,20,75,9937,1,0,0,0,7,0,3,85,3,1,4,637,1,0,849,4,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,3,2009,167000
661,60,0,12384,1,0,0,0,7,233,2,95,3,1,1,0,1,0,793,2,1,793,0,0,0,1,3,1,7,1,3,3,2,0,113,252,0,0,0,0,0,11,2007,197900
662,60,52,46589,1,0,2,0,7,528,2,95,4,1,6,1361,3,180,88,4,1,762,0,1,0,1,4,1,7,1,3,3,2,517,76,0,0,0,0,0,0,7,2009,402000
663,20,120,13560,1,0,0,0,3,216,2,75,2,1,1,0,1,0,1392,3,1,0,0,1,0,0,2,1,2,2,3,3,2,0,0,240,0,0,0,0,0,7,2009,110000
664,85,90,10012,1,0,0,0,5,0,2,95,3,3,4,920,3,180,38,2,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,180,0,0,0,0,0,4,2008,137500
665,20,49,20896,1,0,2,0,5,0,2,105,3,2,6,1721,1,0,356,4,1,0,0,1,0,1,1,1,7,1,3,3,2,192,267,0,0,0,0,0,0,1,2006,423000
666,60,106,11194,1,0,1,0,5,40,2,95,3,1,1,0,1,0,1406,4,1,482,0,0,0,1,3,1,7,1,3,3,2,188,124,0,0,0,0,0,0,11,2006,230500
667,60,0,18450,1,0,1,0,5,113,3,95,3,1,2,187,3,723,111,2,1,915,0,0,0,1,3,1,1,1,3,3,2,0,265,0,0,0,0,0,0,8,2007,129000
668,20,65,8125,1,0,0,0,5,258,2,95,3,1,6,1138,1,0,270,4,1,0,0,1,0,0,3,1,7,1,3,3,2,224,42,0,0,0,0,0,0,10,2008,193500
669,20,0,14175,1,0,0,1,6,0,2,85,3,1,3,988,1,0,200,3,1,0,0,1,0,1,3,1,5,1,3,3,2,304,0,0,0,0,0,0,0,11,2006,168000
670,30,80,11600,1,0,0,0,5,0,2,75,3,1,1,0,1,0,700,4,1,0,0,0,0,0,2,1,7,1,3,2,2,0,0,67,0,0,0,0,0,7,2006,137500
671,60,64,8633,1,0,0,0,5,0,2,95,3,1,6,193,1,0,545,4,1,738,0,1,0,1,3,1,7,0,3,3,2,100,35,0,0,0,0,0,0,2,2009,173500
672,70,54,6629,1,0,0,0,6,0,3,85,3,1,4,551,1,0,121,2,0,672,0,1,0,0,3,1,7,0,3,3,2,147,0,0,0,0,0,0,0,7,2009,103600
673,20,0,11250,1,0,1,0,6,0,2,95,3,1,5,767,1,0,441,2,1,0,0,1,0,1,3,1,7,1,3,3,2,198,42,0,0,0,0,0,0,6,2006,165000
674,20,110,14442,1,0,0,0,7,106,2,85,3,1,6,1186,1,0,291,4,1,0,0,1,0,0,3,1,7,2,3,3,2,0,87,0,0,200,0,0,0,6,2007,257500
675,20,80,9200,1,0,0,0,6,0,2,85,3,1,3,892,1,0,244,2,1,0,0,1,0,0,3,1,7,1,3,3,2,426,0,0,0,0,0,0,0,7,2008,140000
676,160,24,2289,1,0,0,0,6,0,2,85,3,1,5,311,1,0,544,2,1,586,0,0,0,1,3,1,7,1,3,3,2,28,0,0,0,0,0,0,0,4,2009,148500
677,70,60,9600,1,1,0,0,2,0,2,85,2,1,1,0,1,0,1095,1,0,679,0,1,0,0,4,2,5,0,2,2,0,0,0,90,0,0,0,0,0,5,2006,87000
678,30,52,9022,1,0,0,0,8,0,2,85,3,1,1,0,1,0,768,4,1,0,0,0,0,0,2,1,7,0,2,2,0,316,0,120,0,0,0,0,0,5,2009,109500
679,20,80,11844,1,0,1,0,5,464,2,105,3,2,1,0,1,0,2046,4,1,0,0,0,0,1,3,1,7,1,3,3,2,322,82,0,0,0,0,0,0,7,2009,372500
680,20,0,9945,1,0,1,0,5,57,2,85,3,1,3,827,1,0,161,2,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,10,2007,128500
681,120,50,8012,1,0,0,0,5,0,2,95,3,1,4,543,4,119,261,2,1,0,0,0,0,0,2,1,7,1,3,3,2,80,0,0,0,0,0,0,0,5,2010,143000
682,50,55,4500,1,1,2,0,5,0,2,85,3,1,3,182,1,0,611,4,1,672,0,0,0,0,3,1,7,0,3,3,2,0,0,56,0,0,0,0,0,7,2009,159434
683,120,0,2887,1,0,0,0,5,0,2,95,3,2,6,1003,1,0,288,4,1,0,0,1,0,0,2,1,7,1,3,3,2,307,0,0,0,0,0,0,0,11,2008,173000
684,20,90,11248,1,0,1,0,5,215,2,95,3,3,6,1059,1,0,567,4,1,0,0,1,0,0,3,1,7,1,3,3,2,257,45,0,0,0,0,0,0,7,2007,285000
685,60,58,16770,1,0,2,0,5,30,2,95,3,1,1,0,1,0,1195,3,1,644,0,0,0,1,4,1,7,0,3,3,2,0,81,0,0,0,0,0,0,6,2010,221000
686,160,0,5062,1,0,1,0,5,0,2,95,3,2,6,828,2,182,180,3,1,900,0,1,0,0,3,1,6,1,3,3,2,219,0,0,0,0,0,0,0,9,2007,207500
687,60,84,10207,1,0,0,0,6,0,2,95,3,1,1,0,1,0,874,4,1,887,0,0,0,0,3,1,7,0,3,3,2,144,105,0,0,0,0,0,0,8,2007,227875
688,160,0,5105,1,0,2,0,5,0,2,95,3,1,6,239,1,0,312,4,1,551,0,0,0,1,2,1,7,0,3,3,2,0,60,0,0,0,0,0,0,3,2007,148800
689,20,60,8089,1,0,0,0,6,0,2,95,3,3,6,945,1,0,474,4,1,0,0,1,0,0,2,1,7,1,3,3,2,140,0,0,0,0,0,0,0,10,2007,392000
690,120,61,7577,1,0,1,0,5,256,2,95,3,3,5,20,1,0,1342,4,1,0,0,0,0,0,2,1,7,1,3,3,2,192,28,0,0,0,0,0,0,6,2007,194700
691,120,0,4426,1,0,0,0,5,147,2,95,3,4,6,697,1,0,151,4,1,0,0,1,0,0,1,1,7,1,3,3,2,149,0,0,0,0,0,0,0,5,2008,141000
692,60,104,21535,1,0,1,0,6,1170,2,105,3,4,6,1455,1,0,989,4,1,1872,0,0,1,1,4,1,7,2,3,3,2,382,50,0,0,0,0,0,0,1,2007,755000
693,60,42,26178,1,0,1,1,5,293,2,95,3,4,6,965,1,0,245,4,1,1281,0,1,0,1,4,1,7,2,3,3,2,320,27,0,0,0,0,0,0,4,2006,335000
694,30,60,5400,1,0,0,2,6,0,2,85,3,1,1,0,1,0,1073,4,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,112,0,0,0,0,0,12,2006,108480
695,50,51,6120,1,0,0,0,6,0,1,85,3,1,1,0,1,0,927,2,1,472,0,0,0,1,3,1,7,0,3,3,2,112,0,0,0,0,0,0,0,4,2009,141500
696,20,54,13811,1,0,1,0,6,72,2,95,4,1,6,980,2,40,92,3,1,0,0,1,0,0,2,1,7,1,3,3,2,125,0,0,0,0,0,0,0,7,2006,176000
697,30,50,6000,1,0,0,0,7,0,2,85,3,1,2,616,1,0,0,3,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,129,0,0,0,0,0,6,2006,89000
698,20,57,6420,1,0,1,0,7,0,2,105,4,2,2,210,5,551,219,1,1,0,0,0,1,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,9,2006,123500
699,20,65,8450,1,0,0,0,8,0,3,85,3,1,6,553,4,117,224,4,1,0,0,1,0,0,3,1,7,1,3,3,2,416,144,0,0,0,0,0,0,4,2010,138500
700,120,59,4282,1,1,2,0,5,0,2,95,3,2,6,16,1,0,1375,4,1,0,0,0,0,0,2,1,7,0,3,3,2,156,158,0,0,0,0,0,0,7,2008,196000
701,20,85,14331,1,0,0,0,5,630,2,105,3,4,6,1274,1,0,526,4,1,0,0,1,0,0,3,1,7,1,3,3,2,270,78,0,0,0,0,0,0,5,2006,312500
702,20,80,9600,1,0,0,0,5,168,2,85,3,1,1,0,1,0,1164,2,1,0,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2006,140000
703,60,82,12438,1,0,1,0,5,466,2,105,4,1,1,0,1,0,1234,4,1,1312,0,0,0,1,4,1,7,1,3,3,2,324,100,0,0,0,0,0,0,7,2006,361919
704,190,76,7630,1,0,0,0,9,0,3,95,3,1,1,0,1,0,360,3,1,780,0,0,0,0,4,2,7,1,3,3,0,344,0,40,0,0,0,0,0,5,2010,140000
705,20,70,8400,1,0,0,0,5,109,2,95,3,3,6,712,1,0,761,4,1,0,0,1,0,0,3,1,7,0,3,3,2,0,35,0,144,0,0,0,0,5,2010,213000
706,190,70,5600,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,720,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,3500,7,2010,55000
707,20,0,115149,1,0,2,2,5,351,2,95,3,4,6,1219,1,0,424,2,1,0,0,1,0,0,2,1,7,2,3,3,2,380,48,0,0,0,0,0,0,6,2007,302000
708,120,48,6240,1,0,0,0,5,176,2,95,3,1,6,863,1,0,461,4,1,0,0,1,0,0,2,1,7,1,3,3,2,192,38,0,0,0,0,0,0,12,2009,254000
709,60,65,9018,1,0,1,0,5,0,2,95,3,3,1,0,1,0,728,4,1,728,0,0,0,1,3,1,7,1,3,3,2,100,24,0,0,0,0,0,0,7,2007,179540
710,20,0,7162,1,0,1,0,7,41,2,85,3,1,1,0,1,0,876,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,12,2008,109900
711,30,56,4130,1,0,1,0,6,0,2,85,3,1,1,0,1,0,270,3,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,52000
712,50,66,8712,1,1,0,1,7,0,2,85,3,2,1,0,1,0,859,3,1,319,0,0,0,0,2,1,7,0,3,3,0,68,0,98,0,0,0,0,0,1,2010,102776
713,120,40,4671,1,0,1,0,5,0,2,95,3,2,6,767,1,0,461,3,1,0,0,1,0,0,2,1,7,1,3,3,2,168,120,0,0,0,0,0,0,10,2008,189000
714,190,60,9873,1,0,0,0,5,160,2,85,3,3,5,789,1,0,171,2,0,0,0,1,0,0,3,1,7,0,3,3,2,0,288,0,0,0,0,0,0,5,2006,129000
715,60,0,13517,1,0,1,0,8,289,2,85,3,1,6,533,1,0,192,4,1,754,0,0,0,1,3,1,7,0,3,3,2,0,44,0,0,0,0,0,0,3,2010,130500
716,20,78,10140,1,0,0,0,5,174,2,95,3,1,1,0,1,0,1064,2,1,0,0,0,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,8,2009,165000
717,70,60,10800,1,1,0,0,8,0,3,85,3,1,1,0,1,0,718,4,1,978,0,0,0,1,3,1,7,0,3,3,1,0,48,143,0,0,0,0,0,7,2007,159500
718,20,80,10000,1,0,0,0,6,0,2,95,3,1,4,1084,1,0,92,3,1,0,0,0,1,1,3,1,7,1,3,3,2,224,0,0,0,0,0,0,0,11,2008,157000
719,60,96,10542,1,0,0,0,5,651,2,95,3,4,6,1173,1,0,138,4,1,1093,0,1,0,1,3,1,7,1,3,3,2,250,154,216,0,0,0,0,0,8,2008,341000
720,20,69,9920,1,0,1,0,6,0,2,95,3,4,5,523,1,0,448,2,1,0,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,5,2006,128500
721,120,0,6563,1,0,1,1,5,0,2,95,3,4,6,1148,1,0,594,2,1,0,0,1,0,0,2,1,7,1,3,3,2,114,28,234,0,0,0,0,0,12,2006,275000
722,120,0,4426,1,0,0,0,5,169,2,95,3,3,6,662,1,0,186,4,1,0,0,1,0,0,1,1,7,0,3,3,2,160,0,0,0,0,0,0,0,5,2010,143000
723,20,70,8120,1,0,0,0,7,0,3,85,3,1,5,191,1,0,673,4,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2009,124500
724,50,60,8172,1,0,0,0,6,0,2,85,3,1,1,0,1,0,941,4,1,473,0,0,0,0,4,1,7,0,3,3,2,0,0,0,0,156,0,0,0,5,2008,135000
725,20,86,13286,1,0,1,0,5,340,2,105,3,1,6,1234,1,0,464,4,1,0,0,1,0,0,3,1,7,1,3,3,2,327,64,0,0,0,0,0,0,2,2009,320000
726,20,60,6960,1,0,0,0,6,0,2,85,3,1,5,375,4,239,250,2,1,0,0,0,0,0,3,1,7,0,3,3,2,96,0,0,0,0,0,0,500,11,2009,120500
727,20,0,21695,1,0,1,0,9,260,3,95,3,1,6,808,1,0,72,4,1,0,0,1,0,0,3,1,7,1,3,3,2,292,44,0,182,0,0,0,0,12,2009,222000
728,20,64,7314,1,0,0,0,5,82,2,95,3,3,6,724,1,0,508,4,1,0,0,1,0,0,2,1,7,0,3,3,2,132,0,0,0,0,0,0,0,2,2009,194500
729,90,85,11475,1,0,0,0,5,95,2,85,3,1,1,0,1,0,1584,2,1,0,0,1,0,0,4,2,7,0,3,3,2,0,25,0,0,0,0,0,0,7,2009,110000
730,30,52,6240,1,1,0,0,5,0,2,85,3,1,4,152,1,0,628,2,1,0,360,0,0,0,2,1,7,0,3,3,2,0,23,112,0,0,0,0,0,1,2009,103000
731,120,39,5389,1,0,1,0,5,0,2,95,3,1,6,1180,1,0,415,4,1,0,0,1,0,0,2,1,7,1,3,3,2,237,152,0,0,0,0,0,0,3,2010,236500
732,80,73,9590,1,0,1,0,5,442,2,105,3,3,6,786,1,0,82,4,1,0,0,1,0,0,3,1,7,1,3,3,2,160,22,0,0,0,0,0,0,5,2007,187500
733,60,75,11404,1,0,1,0,5,202,2,95,3,3,5,252,1,0,901,4,1,878,0,0,0,1,3,1,7,1,3,3,2,192,84,0,0,0,0,0,0,7,2008,222500
734,20,80,10000,1,0,0,0,6,0,2,85,3,1,4,594,1,0,270,4,1,0,0,1,0,0,3,1,7,1,3,3,2,165,0,0,0,0,0,0,400,3,2009,131400
735,20,0,8978,1,0,1,0,5,0,2,85,3,1,1,0,1,0,948,2,1,0,0,0,0,0,3,1,7,0,3,3,2,147,0,0,0,0,0,0,0,5,2007,108000
736,75,60,10800,1,0,0,0,7,0,2,95,3,2,3,390,1,0,490,1,0,888,0,0,0,1,2,1,7,2,3,3,0,0,341,0,0,0,0,0,0,10,2006,163000
737,90,60,8544,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2006,93500
738,60,72,10463,1,0,1,0,5,0,2,95,3,1,1,0,1,0,893,4,1,900,0,0,0,1,3,1,7,1,3,3,2,0,116,0,0,0,0,0,0,6,2006,239900
739,90,60,10800,1,0,0,0,5,0,2,95,4,4,6,1200,1,0,0,2,1,0,0,3,0,0,3,1,7,0,0,0,2,120,0,0,0,0,0,0,0,3,2009,179000
740,60,65,9313,1,0,1,0,5,0,2,95,3,1,1,0,1,0,864,4,1,864,0,0,0,1,3,1,7,0,3,3,2,187,56,0,0,0,0,0,0,4,2009,190000
741,70,60,9600,1,1,0,0,7,0,3,75,2,1,1,0,1,0,264,4,1,664,0,0,0,0,2,1,7,0,3,4,2,270,0,112,0,0,0,0,0,5,2007,132000
742,20,65,6768,1,0,1,0,8,0,3,85,3,2,6,832,1,0,80,3,1,0,0,1,1,0,3,1,7,0,3,3,2,168,0,0,0,0,0,0,0,5,2008,142000
