Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
107,30,60,10800,1,1,0,0,4,7,1885,1995,0,2,2,75,3,1,1,0,1,0,641,641,3,1,1047,0,0,1047,0,0,1,0,2,1,2,6,7,0,0,1,1,273,2,2,0,0,0,0,0,0,0,0,450,8,2007,100000
108,20,50,6000,1,0,0,0,5,5,1948,1950,0,2,2,85,3,1,5,104,4,169,516,789,4,1,789,0,0,789,0,0,1,0,2,1,2,5,7,0,0,1,1,250,3,3,2,0,0,0,0,0,0,0,0,4,2008,115000
109,50,85,8500,1,0,0,0,5,7,1919,2005,0,2,2,85,3,1,1,0,1,0,793,793,2,0,997,520,0,1517,0,0,2,0,3,1,1,7,7,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,8,2007,115000
110,20,105,11751,1,0,1,0,6,6,1977,1977,480,2,2,95,3,1,4,705,1,0,1139,1844,4,1,1844,0,0,1844,0,0,2,0,3,1,2,7,7,1,3,2,2,546,3,3,2,0,122,0,0,0,0,0,0,1,2010,190000
111,50,75,9525,1,0,0,0,6,4,1954,1972,0,2,2,85,2,1,3,444,1,0,550,994,3,1,1216,639,0,1855,0,0,2,0,4,1,2,7,7,0,0,1,1,325,3,3,2,182,0,0,0,0,0,0,0,10,2006,136900
112,80,0,7750,1,0,1,0,7,5,2000,2000,0,2,2,95,3,1,6,250,1,0,134,384,4,1,774,656,0,1430,0,0,2,1,3,1,2,7,7,1,3,3,2,400,3,3,2,180,0,0,0,0,0,0,0,4,2010,180000
113,60,77,9965,1,0,0,0,7,5,2007,2007,220,3,2,105,3,3,6,984,1,0,280,1264,4,1,1282,1414,0,2696,1,0,2,1,4,1,4,10,7,1,4,3,3,792,3,3,2,120,184,0,0,168,0,0,0,10,2007,383970
114,20,0,21000,1,0,0,0,6,5,1953,1953,184,2,3,95,3,2,5,35,3,869,905,1809,2,1,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,4,1,2,450,3,3,2,166,120,192,0,0,0,0,0,10,2007,217000
115,70,61,7259,1,0,1,1,6,8,1945,2002,0,2,2,85,3,1,5,774,2,150,104,1028,4,1,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,3,1,1,180,3,3,2,224,0,0,0,0,0,0,0,7,2007,259500
116,160,34,3230,1,1,0,0,6,5,1999,1999,1129,2,2,95,3,1,6,419,1,0,310,729,3,1,729,729,0,1458,0,0,2,1,2,1,2,5,7,1,2,1,2,440,3,3,2,0,32,0,0,0,0,0,0,6,2007,176000
117,20,0,11616,1,0,0,0,5,5,1962,1962,116,2,2,85,3,1,2,170,4,670,252,1092,2,1,1092,0,0,1092,0,1,1,0,3,1,2,6,7,1,1,1,1,288,3,3,2,0,20,144,0,0,0,0,0,9,2009,139000
118,20,74,8536,1,0,0,0,5,5,2006,2007,0,2,2,95,3,1,1,0,1,0,1125,1125,3,1,1125,0,0,1125,0,0,1,1,2,1,2,5,7,0,0,1,2,430,3,3,2,80,64,0,0,0,0,0,0,4,2007,155000
119,60,90,12376,1,0,0,0,7,5,1990,1990,0,2,2,95,3,2,6,1470,1,0,203,1673,3,1,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,3,1,3,594,3,3,2,367,0,0,0,0,0,0,0,5,2010,320000
120,60,65,8461,1,0,0,0,6,5,2005,2006,0,3,2,95,3,1,1,0,1,0,728,728,4,1,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,4,3,2,390,3,3,2,0,24,0,0,0,0,0,0,7,2006,163990
121,80,0,21453,1,0,1,2,6,5,1969,1969,0,2,2,85,3,4,5,938,1,0,0,938,4,1,988,0,0,988,1,0,1,0,1,1,2,4,7,2,3,1,2,540,3,3,2,0,130,0,130,0,0,0,0,10,2006,180000
122,50,50,6060,1,0,0,0,4,5,1939,1950,0,2,2,85,3,1,1,0,1,0,732,732,3,1,772,351,0,1123,0,0,1,0,3,1,2,4,7,0,0,1,1,264,3,3,1,0,0,140,0,0,0,0,0,6,2007,100000
123,20,75,9464,1,0,0,0,6,7,1958,1958,135,2,3,85,3,1,4,570,1,0,510,1080,3,1,1080,0,0,1080,0,0,1,0,3,1,2,5,7,0,0,1,1,288,3,3,2,0,0,0,0,130,0,0,0,6,2008,136000
124,120,55,7892,1,0,0,0,6,5,1993,1993,0,3,2,95,3,1,6,300,1,0,899,1199,4,1,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,0,2,2,530,3,3,2,0,63,0,0,0,0,0,0,3,2008,153900
125,20,48,17043,1,0,1,0,6,5,1979,1998,0,2,3,95,2,1,1,0,1,0,1362,1362,2,1,1586,0,0,1586,0,0,2,0,3,1,2,7,7,1,3,1,2,435,3,3,2,192,0,0,0,0,0,0,0,1,2009,181000
126,190,60,6780,1,0,0,0,6,8,1935,1982,0,2,1,85,3,3,6,490,1,0,30,520,3,0,520,0,234,754,1,0,1,0,2,1,2,5,7,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,6,2006,84500
127,120,0,4928,1,0,1,0,6,5,1976,1976,0,2,2,95,3,1,5,120,1,0,958,1078,2,1,958,0,0,958,0,0,2,0,2,1,2,5,7,1,3,2,2,440,3,3,2,0,205,0,0,0,0,0,0,2,2007,128000
128,45,55,4388,1,0,1,0,5,7,1930,1950,0,2,3,85,3,1,2,116,1,0,556,672,4,1,840,0,0,840,0,0,1,0,3,1,2,5,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,87000
129,60,69,7590,1,0,0,0,6,5,1966,1966,266,2,2,85,3,1,4,512,1,0,148,660,2,1,660,688,0,1348,0,0,1,1,3,1,2,6,7,1,2,2,2,453,3,3,2,188,108,0,0,0,0,0,0,7,2006,155000
130,20,69,8973,1,0,0,0,5,7,1958,1991,85,2,2,85,3,1,3,567,4,28,413,1008,2,1,1053,0,0,1053,0,1,1,1,3,1,4,6,7,0,0,2,2,750,3,3,2,0,80,0,180,0,0,0,0,7,2006,150000
131,60,88,14200,1,0,0,0,7,6,1966,1966,309,2,2,85,3,1,3,445,1,0,479,924,4,1,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,4,3,2,487,3,3,2,105,66,0,0,0,0,0,0,5,2006,226000
132,60,0,12224,1,0,1,0,6,5,2000,2000,40,3,2,95,3,1,6,695,1,0,297,992,4,1,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,3,2,2,390,3,3,2,24,48,0,0,0,0,0,0,7,2009,244000
133,20,75,7388,1,0,0,0,5,6,1959,2002,0,2,2,85,3,1,3,405,1,0,658,1063,3,1,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,0,1,2,624,3,3,2,0,0,0,0,0,0,0,0,7,2007,150750
134,20,0,6853,1,0,1,0,8,5,2001,2002,136,3,2,105,3,1,6,1005,1,0,262,1267,4,1,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,0,3,2,471,3,3,2,192,25,0,0,0,0,0,0,6,2009,220000
135,20,78,10335,1,0,1,0,5,6,1968,1993,0,2,2,85,3,1,3,570,1,0,891,1461,3,1,1721,0,0,1721,0,0,2,1,3,1,2,7,6,1,3,2,2,440,3,3,2,0,96,180,0,0,0,0,0,7,2006,180000
136,20,80,10400,1,0,0,0,7,6,1970,1970,288,2,2,85,3,1,1,0,1,0,1304,1304,3,1,1682,0,0,1682,0,0,2,0,3,1,2,7,7,1,4,1,2,530,3,3,2,98,0,0,0,0,0,0,0,5,2008,174000
137,20,0,10355,1,0,1,0,5,5,1967,1967,196,2,2,85,3,1,4,695,1,0,519,1214,2,1,1214,0,0,1214,0,0,2,0,3,1,2,5,7,1,2,2,1,318,3,3,2,0,111,0,0,0,0,0,0,7,2007,143000
138,90,82,11070,1,0,0,0,7,5,1988,1989,70,2,2,85,3,1,1,0,1,0,1907,1907,3,1,1959,0,0,1959,0,0,3,0,5,2,2,9,7,0,0,1,3,766,3,3,2,0,0,0,0,0,0,0,0,7,2006,171000
139,60,73,9066,1,0,1,0,8,5,1999,2000,320,3,2,95,3,2,6,668,1,0,336,1004,4,1,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,3,3,3,660,3,3,2,224,106,0,0,0,0,0,0,12,2008,230000
140,60,65,15426,1,0,1,0,6,5,1997,1997,0,2,2,95,3,1,6,821,1,0,107,928,4,1,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,0,2,2,470,3,3,2,276,99,0,0,0,0,0,0,8,2009,231500
141,20,70,10500,1,0,0,0,4,5,1971,1971,0,2,2,85,3,1,5,432,1,0,432,864,2,1,864,0,0,864,0,0,1,0,3,1,2,5,7,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2010,115000
142,20,78,11645,1,0,0,0,7,5,2005,2005,0,3,2,95,3,3,6,1300,1,0,434,1734,4,1,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,0,3,2,660,3,3,2,160,24,0,0,0,0,0,0,1,2006,260000
143,50,71,8520,1,0,0,0,5,4,1952,1952,0,2,1,85,3,1,3,507,1,0,403,910,1,1,910,475,0,1385,0,0,2,0,4,1,2,6,7,0,0,1,2,720,3,3,2,0,0,0,0,0,0,0,0,6,2010,166000
144,20,78,10335,1,0,1,0,7,5,1999,1999,183,3,2,95,3,4,6,679,1,0,811,1490,4,1,1501,0,0,1501,1,0,2,0,3,1,3,6,7,0,0,2,2,577,3,3,2,144,29,0,0,0,0,0,0,6,2009,204000
145,90,70,9100,1,0,0,0,5,5,1963,1963,336,2,2,85,3,1,3,1332,1,0,396,1728,2,1,1728,0,0,1728,1,0,2,0,6,2,2,10,7,0,0,1,2,504,3,3,2,0,0,0,0,0,0,0,0,11,2006,125000
146,160,24,2522,1,0,0,0,6,5,2004,2006,50,3,2,95,3,1,1,0,1,0,970,970,4,1,970,739,0,1709,0,0,2,0,3,1,3,7,3,0,0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,4,2006,130000
147,30,51,6120,1,0,0,0,5,7,1931,1993,0,2,2,85,3,1,4,209,1,0,506,715,2,1,875,0,0,875,1,0,1,0,2,1,2,5,7,0,0,1,1,180,2,3,2,48,0,0,0,0,0,0,0,11,2009,105000
148,60,0,9505,1,0,1,0,7,5,2001,2001,180,3,2,95,3,1,1,0,1,0,884,884,4,1,884,1151,0,2035,0,0,2,1,3,1,3,8,7,1,4,3,2,434,3,3,2,144,48,0,0,0,0,0,0,5,2010,222500
149,20,63,7500,1,0,0,0,7,5,2004,2005,120,2,2,95,3,1,6,680,1,0,400,1080,4,1,1080,0,0,1080,1,0,1,0,3,1,3,6,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2008,141000
150,50,0,6240,1,0,0,0,5,4,1936,1950,0,2,2,95,3,1,1,0,1,0,896,896,3,1,896,448,0,1344,0,0,1,0,3,1,2,7,7,0,0,1,1,240,2,3,2,200,114,0,0,0,0,0,0,4,2006,115000
151,20,120,10356,1,0,0,0,5,6,1975,1975,0,2,2,85,3,3,4,716,1,0,253,969,2,1,969,0,0,969,0,0,1,1,3,1,2,5,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,1,2007,122000
152,20,107,13891,1,0,0,0,8,5,2007,2008,436,3,2,105,3,4,6,1400,1,0,310,1710,4,1,1710,0,0,1710,1,0,2,0,2,1,3,6,7,1,4,2,3,866,3,3,2,0,102,0,0,0,0,0,0,1,2008,372402
153,60,0,14803,1,0,1,0,6,5,1971,1971,252,2,2,85,3,1,3,416,1,0,409,825,3,1,1097,896,0,1993,0,0,2,1,4,1,2,8,7,1,4,2,2,495,3,3,2,0,66,0,0,0,0,0,0,6,2006,190000
154,20,0,13500,1,0,0,0,6,7,1960,1975,0,2,2,95,3,4,4,429,5,1080,93,1602,3,1,1252,0,0,1252,1,0,1,0,1,1,2,4,7,1,4,2,2,564,3,3,2,409,0,0,0,0,0,0,0,3,2008,235000
155,30,84,11340,1,0,0,0,6,5,1923,1950,0,2,2,85,3,1,1,0,1,0,1200,1200,2,1,1200,0,0,1200,0,0,1,0,4,1,2,7,7,0,0,1,1,312,2,2,2,0,0,228,0,0,0,0,0,3,2006,125000
156,50,60,9600,1,0,0,0,6,5,1924,1950,0,2,2,85,3,1,1,0,1,0,572,572,1,0,572,524,0,1096,0,0,1,0,2,1,2,5,7,0,0,0,0,0,0,0,0,0,8,128,0,0,0,0,0,4,2008,79000
157,20,60,7200,1,0,0,0,5,7,1950,1950,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1040,0,0,1040,0,0,1,0,2,1,2,5,7,0,0,1,2,625,3,3,2,0,0,0,0,0,0,0,0,6,2006,109500
158,60,92,12003,1,0,0,0,8,5,2009,2010,84,3,2,105,3,1,1,0,1,0,774,774,4,1,774,1194,0,1968,0,0,2,1,4,1,4,8,7,1,4,3,3,680,3,3,2,0,75,0,0,0,0,0,0,5,2010,269500
159,60,100,12552,1,0,0,0,7,5,2004,2005,0,3,2,95,3,1,6,222,1,0,769,991,4,1,991,956,0,1947,0,0,2,1,3,1,3,8,7,1,4,2,2,678,3,3,2,0,136,0,0,0,0,0,0,5,2010,254900
160,60,134,19378,1,0,1,0,7,5,2005,2006,456,3,2,95,3,2,6,57,1,0,1335,1392,4,1,1392,1070,0,2462,1,0,2,1,4,1,3,9,7,1,4,2,2,576,3,3,2,239,132,0,168,0,0,0,0,3,2006,320000
161,20,0,11120,1,0,1,0,6,6,1984,1984,0,2,2,95,3,1,4,660,1,0,572,1232,2,1,1232,0,0,1232,0,0,2,0,3,1,2,6,7,0,0,1,2,516,3,3,2,0,0,0,0,0,0,0,0,6,2008,162500
162,60,110,13688,1,0,1,0,9,5,2003,2004,664,3,2,105,3,3,6,1016,1,0,556,1572,4,1,1572,1096,0,2668,1,0,2,1,3,1,4,10,7,2,4,3,3,726,3,3,2,400,0,0,0,0,0,0,0,3,2008,412500
163,20,95,12182,1,0,0,0,7,5,2005,2005,226,3,2,95,3,2,4,1201,1,0,340,1541,4,1,1541,0,0,1541,0,0,2,0,3,1,3,7,7,1,4,2,2,532,3,3,2,0,70,0,0,0,0,0,0,5,2010,220000
164,45,55,5500,1,0,0,0,4,6,1956,1956,0,2,2,85,3,1,1,0,1,0,882,882,4,1,882,0,0,882,0,0,1,0,1,1,2,4,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2007,103200
165,40,40,5400,1,1,0,0,6,7,1926,2004,0,2,3,85,3,2,2,370,1,0,779,1149,3,1,1149,467,0,1616,0,0,2,0,3,1,3,5,7,0,0,1,1,216,3,3,2,0,0,183,0,0,0,0,0,10,2007,152000
166,190,62,10106,1,0,0,0,5,7,1940,1999,0,2,3,85,3,1,5,351,3,181,112,644,3,1,808,547,0,1355,1,0,2,0,4,2,2,6,7,0,0,0,0,0,0,0,2,140,0,0,0,0,0,0,0,9,2008,127500
167,20,0,10708,1,0,1,0,5,5,1955,1993,0,3,2,85,3,1,2,379,4,768,470,1617,4,1,1867,0,0,1867,1,0,1,0,2,1,2,7,7,3,4,3,1,303,3,3,2,476,0,0,0,142,0,0,0,11,2009,190000
168,60,86,10562,1,0,0,0,8,5,2007,2007,300,3,2,105,3,1,6,1288,1,0,294,1582,4,1,1610,551,0,2161,1,0,1,1,3,1,4,8,7,1,4,3,3,789,3,3,2,178,120,0,0,0,0,0,0,11,2007,325624
169,60,62,8244,1,0,1,0,7,5,2004,2004,0,3,2,95,3,1,1,0,1,0,840,840,4,1,840,880,0,1720,0,0,2,1,3,1,3,7,7,1,4,3,2,440,3,3,2,100,48,0,0,0,0,0,0,5,2007,183500
170,20,0,16669,1,0,1,0,8,6,1981,1981,653,3,2,95,3,1,1,0,1,0,1686,1686,2,1,1707,0,0,1707,0,0,2,1,2,1,2,6,7,1,3,2,2,511,3,3,2,574,64,0,0,0,0,0,0,1,2006,228000
171,50,0,12358,1,0,1,0,5,6,1941,1950,0,2,2,85,3,1,3,360,1,0,360,720,2,1,854,0,528,1382,0,0,1,1,2,1,2,7,7,0,0,1,2,660,3,3,2,237,0,0,0,0,0,0,0,5,2007,128500
172,20,141,31770,1,0,1,0,6,5,1960,1960,112,2,2,85,4,4,4,639,1,0,441,1080,1,1,1656,0,0,1656,1,0,1,0,3,1,2,7,7,2,4,3,2,528,3,3,1,210,62,0,0,0,0,0,0,5,2010,215000
173,160,44,5306,1,0,1,0,7,7,1987,1987,0,3,3,95,4,1,6,495,3,215,354,1064,3,1,1064,703,0,1767,1,0,2,0,2,1,3,5,7,1,3,2,2,504,4,3,2,441,35,0,0,0,0,0,0,6,2006,239000
174,20,80,10197,1,0,1,0,6,5,1961,1961,491,2,2,85,3,1,5,288,3,374,700,1362,2,1,1362,0,0,1362,1,0,1,1,3,1,2,6,7,1,3,1,2,504,3,3,2,0,20,0,0,0,0,0,0,6,2008,163000
175,20,47,12416,1,0,1,0,6,5,1986,1986,132,2,2,95,2,1,5,1398,2,208,0,1606,2,1,1651,0,0,1651,1,0,2,0,3,1,2,7,5,1,3,3,2,616,3,3,2,192,0,0,0,0,0,0,0,11,2008,184000
176,20,84,12615,1,0,0,0,6,7,1950,2001,0,2,2,85,4,3,5,477,1,0,725,1202,2,1,2158,0,0,2158,1,0,2,0,4,1,3,7,7,1,4,1,2,576,3,3,2,0,29,39,0,0,0,0,0,6,2007,243000
177,60,97,10029,1,0,1,0,6,5,1988,1989,268,3,2,95,3,1,6,831,1,0,320,1151,2,1,1164,896,0,2060,0,1,2,1,4,1,2,8,7,1,3,1,2,521,3,3,2,0,228,0,0,192,0,0,0,9,2007,211000
178,50,0,13650,1,0,0,0,5,5,1958,1958,0,3,3,85,3,1,5,57,4,441,554,1052,4,1,1252,668,0,1920,1,0,2,0,4,1,3,8,7,1,4,1,2,451,3,3,2,0,0,0,0,0,0,0,0,7,2006,172500
179,20,63,17423,1,0,1,0,9,5,2008,2009,748,4,2,105,3,1,6,1904,1,0,312,2216,4,1,2234,0,0,2234,1,0,2,0,1,1,4,9,7,1,4,3,3,1166,3,3,2,0,60,0,0,0,0,0,0,7,2009,501837
180,30,60,8520,1,0,0,0,5,6,1923,2006,0,3,2,85,3,1,1,0,1,0,968,968,2,1,968,0,0,968,0,0,1,0,2,1,2,5,7,0,0,1,2,480,2,3,0,0,0,184,0,0,0,0,0,7,2007,100000
181,160,0,2117,1,0,0,0,6,5,2000,2000,456,3,2,95,3,1,6,436,1,0,320,756,4,1,769,756,0,1525,0,0,2,1,3,1,3,5,7,1,3,1,2,440,3,3,2,0,0,0,0,0,0,0,0,6,2007,177000
182,70,54,7588,1,0,0,0,7,6,1920,1950,0,2,2,75,3,1,2,352,1,0,441,793,3,1,901,901,0,1802,0,0,1,1,4,1,2,9,7,1,4,1,1,216,2,3,2,0,0,40,0,0,0,0,0,7,2006,200100
183,20,60,9060,1,0,0,0,5,6,1957,2006,98,2,2,0,0,0,0,0,0,0,0,0,4,1,1340,0,0,1340,0,0,1,0,3,1,2,7,7,1,4,2,1,252,3,3,2,116,0,0,180,0,0,0,0,6,2007,120000
184,50,63,11426,1,0,0,0,7,5,2003,2003,0,2,2,95,3,1,1,0,1,0,1362,1362,4,1,1362,720,0,2082,0,0,2,1,3,1,3,6,4,0,0,1,2,484,3,3,0,280,238,0,0,0,0,0,0,6,2008,200000
185,50,92,7438,1,0,1,0,5,8,1908,1991,0,2,2,75,3,1,1,0,1,0,504,504,3,1,936,316,0,1252,0,0,1,0,3,1,2,5,7,0,0,1,2,576,3,3,2,104,0,0,0,0,0,0,0,6,2006,127000
186,75,90,22950,1,0,2,0,10,9,1892,1993,0,3,3,85,3,2,1,0,1,0,1107,1107,4,1,1518,1518,572,3608,0,0,2,1,4,1,4,12,7,2,3,1,3,840,5,3,2,0,260,0,0,410,0,0,0,6,2006,475000
187,80,0,9947,1,0,1,0,7,5,1990,1991,0,2,2,95,3,3,6,611,1,0,577,1188,4,1,1217,0,0,1217,1,0,2,0,3,1,3,6,7,0,0,1,2,497,3,3,2,168,27,0,0,0,0,0,0,6,2009,173000
188,50,60,10410,1,0,0,0,5,7,1916,1987,0,2,2,75,3,1,1,0,1,0,660,660,4,1,808,704,144,1656,0,0,2,1,3,1,2,8,5,0,0,1,1,180,2,2,0,0,0,0,140,0,0,0,0,8,2009,135000
189,90,64,7018,1,0,0,0,5,5,1979,1979,275,2,2,95,3,3,6,1086,1,0,0,1086,2,1,1224,0,0,1224,2,0,0,2,2,2,2,6,7,2,3,1,2,528,3,3,2,120,0,0,0,0,0,0,0,6,2009,153337
190,120,41,4923,1,0,0,0,8,5,2001,2002,0,3,2,105,3,3,6,1153,1,0,440,1593,4,1,1593,0,0,1593,1,0,1,1,0,1,4,5,7,1,4,3,2,682,3,3,2,0,120,0,0,224,0,0,0,8,2008,286000
191,70,70,10570,1,0,0,1,8,8,1932,1994,0,3,2,95,4,1,3,297,1,0,556,853,2,1,1549,1178,0,2727,0,0,2,1,3,1,3,10,3,2,3,1,2,440,3,3,2,0,74,0,0,0,0,0,0,12,2007,315000
192,60,0,7472,1,0,1,0,7,9,1972,2004,138,2,2,85,3,1,5,626,1,0,99,725,3,1,725,754,0,1479,1,0,1,1,4,1,3,7,7,0,0,3,2,484,3,3,2,0,32,0,0,0,0,0,0,6,2007,184000
193,20,68,9017,1,0,1,0,7,5,1999,1999,0,3,2,95,3,3,6,560,1,0,871,1431,4,1,1431,0,0,1431,1,0,2,0,3,1,3,6,7,0,0,3,2,666,3,3,2,0,35,0,0,0,0,0,0,9,2009,192000
194,160,24,2522,1,0,0,0,7,5,2004,2004,50,3,2,95,3,1,1,0,1,0,970,970,4,1,970,739,0,1709,0,0,2,0,3,1,3,7,3,0,0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,5,2006,130000
195,20,60,7180,1,0,1,0,5,7,1972,1972,0,2,2,85,3,3,5,390,1,0,474,864,2,1,864,0,0,864,0,0,1,0,3,1,2,5,7,0,0,1,1,352,3,3,2,0,0,0,0,0,0,0,0,5,2008,127000
196,160,24,2280,1,0,0,0,6,6,1976,1976,0,2,2,95,3,1,5,566,1,0,289,855,2,1,855,601,0,1456,0,0,2,1,3,1,2,7,7,1,3,1,2,440,3,3,2,87,0,0,0,0,0,0,0,7,2009,148500
197,20,79,9416,1,0,0,0,7,5,2007,2007,205,4,2,105,3,1,6,1126,1,0,600,1726,4,1,1726,0,0,1726,1,0,2,0,3,1,4,8,7,1,4,3,3,786,3,3,2,171,138,0,0,266,0,0,0,9,2007,311872
198,75,174,25419,1,0,0,0,8,4,1918,1990,0,3,3,85,3,1,6,1036,2,184,140,1360,3,1,1360,1360,392,3112,1,1,2,0,4,1,3,8,7,1,5,1,2,795,3,3,2,0,16,552,0,0,512,4,0,3,2006,235000
199,75,92,5520,1,0,0,0,6,6,1912,1950,0,2,2,85,3,1,1,0,1,0,755,755,4,1,929,929,371,2229,0,0,1,0,5,1,2,8,7,0,0,0,0,0,0,0,2,0,198,30,0,0,0,0,0,7,2009,104000
200,20,76,9591,1,0,0,0,8,5,2004,2005,262,3,2,105,3,3,6,1088,1,0,625,1713,4,1,1713,0,0,1713,1,0,2,0,3,1,4,7,7,1,4,3,3,856,3,3,2,0,26,0,0,170,0,0,0,1,2009,274900
201,20,80,8546,1,0,0,0,4,5,2003,2004,0,2,2,95,3,1,1,0,1,0,1121,1121,4,1,1121,0,0,1121,0,0,2,0,2,1,2,5,7,0,0,2,2,440,3,3,2,132,64,0,0,0,0,0,0,3,2010,140000
202,20,75,10125,1,0,0,0,6,6,1977,1977,0,2,2,85,3,1,5,641,2,279,276,1196,2,1,1279,0,0,1279,0,1,2,0,3,1,2,6,7,2,2,1,2,473,3,3,2,238,83,0,0,0,0,0,0,2,2008,171500
203,50,50,7000,1,0,0,0,6,6,1924,1950,0,2,3,75,3,1,2,617,1,0,0,617,3,1,865,445,0,1310,0,0,2,0,2,1,2,6,6,0,0,1,1,398,3,3,2,0,0,126,0,0,0,0,0,5,2006,112000
204,120,0,4438,1,0,0,0,6,5,2004,2004,205,3,2,95,3,3,6,662,1,0,186,848,4,1,848,0,0,848,1,0,1,0,1,1,3,3,7,1,4,2,2,420,3,3,2,149,0,0,0,0,0,0,0,1,2008,149000
205,50,50,3500,1,1,0,0,5,7,1947,1950,0,2,2,85,3,1,2,312,1,0,408,720,2,1,720,564,0,1284,0,0,1,1,2,1,2,5,7,0,0,1,1,240,3,3,2,0,35,0,0,0,0,0,0,4,2009,110000
206,20,99,11851,1,0,0,0,7,5,1990,1990,0,2,2,95,3,1,1,0,1,0,1424,1424,4,1,1442,0,0,1442,0,0,2,0,3,1,2,5,7,0,0,2,2,500,3,3,2,0,34,0,508,0,0,0,0,5,2009,180500
207,20,40,13673,1,0,1,0,5,5,1962,1962,0,2,3,85,3,1,1,0,1,0,1140,1140,2,1,1696,0,0,1696,0,0,1,1,3,1,2,8,5,1,3,2,1,349,3,3,2,0,30,0,0,0,0,0,0,3,2007,143900
208,20,0,12493,1,0,1,0,4,5,1960,1960,0,2,2,85,3,1,5,419,3,306,375,1100,2,1,1100,0,0,1100,1,0,1,0,3,1,2,6,7,1,1,2,1,312,3,3,2,355,0,0,0,0,0,0,0,4,2008,141000
209,60,0,14364,1,0,1,1,7,5,1988,1989,128,3,2,95,3,4,6,1065,1,0,92,1157,4,1,1180,882,0,2062,1,0,2,1,3,1,2,7,7,1,4,3,2,454,3,3,2,60,55,0,0,154,0,0,0,4,2007,277000
210,20,75,8250,1,0,0,0,6,7,1964,1964,260,2,2,95,3,1,3,787,1,0,305,1092,4,1,1092,0,0,1092,1,0,1,0,3,1,2,6,7,0,0,2,2,504,3,4,2,0,0,0,0,0,0,0,0,7,2008,145000
211,30,67,5604,1,0,0,0,5,6,1925,1950,0,2,2,85,3,1,3,468,1,0,396,864,2,0,864,0,0,864,1,0,1,0,2,1,2,5,7,0,0,0,0,0,0,0,2,0,0,96,0,0,0,0,0,4,2008,98000
212,20,83,10420,1,0,0,0,6,5,2009,2009,0,2,2,95,3,2,6,36,1,0,1176,1212,4,1,1212,0,0,1212,0,0,2,0,3,1,3,6,7,0,0,2,2,460,3,3,2,100,22,0,0,0,0,0,0,3,2010,186000
213,60,72,8640,1,0,0,0,7,5,2009,2009,0,2,2,95,3,1,6,822,1,0,78,900,4,1,932,920,0,1852,1,0,2,1,3,1,3,7,7,1,3,2,2,644,3,3,2,168,108,0,0,0,0,0,0,7,2009,252678
214,20,43,13568,1,0,2,0,5,5,1995,1995,0,2,2,95,3,1,5,716,1,0,274,990,4,1,990,0,0,990,0,1,1,0,3,1,2,5,7,0,0,1,2,576,3,3,2,224,0,0,0,0,0,0,0,7,2006,156000
215,60,0,10900,1,0,1,0,6,7,1977,1977,153,2,2,95,3,1,6,378,1,0,311,689,4,1,689,703,0,1392,0,0,1,1,3,1,2,6,7,0,0,3,1,299,3,3,2,0,36,0,0,0,0,0,450,3,2010,161750
216,20,72,10011,1,0,1,0,5,6,1957,1996,64,2,2,85,3,1,4,360,1,0,710,1070,2,1,1236,0,0,1236,0,1,1,0,2,1,3,6,6,1,2,1,1,447,3,3,2,0,0,0,0,0,0,0,0,5,2006,134450
